Entry ID,Title,Phase 1,Phase 2,Phase 3,Affiliation,Section,Personnel,Geography,Keywords,Project Area Focus,Project Type,Project Status,Additional Keywords
769,Project 769 Title,True,False,False,Stanford University,"ARTIFICIAL, OUT","LGBTQ leadership, Student leadership, Transnational (immigrant, refugee, multicultural) perspective",Canada,"SOLIDARITY, BIOMIMICRY, CARE",Outer Space,Panel or Event,"Complete, unpublished","otrp, ukhwafbl, snzsvz"
770,Project 770 Title,True,False,False,Oxford University,"ARTIFICIAL, INTRO, ARTIFICIAL INTELLIGENCE","Student leadership, Under 35 years old, LGBTQ leadership",Brazil,"TERRITORY, EDUCATION","Sub-Saharan Africa, Oceania",Image or Drawing,"Complete, published or exhibited before","hkaqyqpzik, vmzkn, vneuq"
771,Project 771 Title,True,False,False,Oxford University,"ARTIFICIAL, END, NATURAL",Under 35 years old,Canada,"SOLIDARITY, KNOWLEDGE",Caribbean,"Exhibition, Image or Drawing","Complete, unpublished","vdtyf, iirsnahqek, hhofsyd, ththfxaeh, hdsryxdfhz, yoljaii, zcugx"
772,Project 772 Title,True,False,False,INDEPENDENT,NATURAL,"Disability perspective, Insights from the Global South",China,"LABOR, WASTE, EDUCATION",Sub-Saharan Africa,"Outdoor Installation, Video",Preliminary Proposal,"xxswczmuqr, xispagkvu, opbviii, qekywpnfp"
773,Project 773 Title,True,False,False,Oxford University,"END, COLLECTIVE",Disability perspective,Japan,"KNOWLEDGE, LABOR","Sub-Saharan Africa, Central America","Essay, Video","Complete, published or exhibited before","wxsjh, qpfxdtreno, qmzi, ypybzcx, cmijxmw, azms, ktnqziehnf, yvcstp, inlilhh"
774,Project 774 Title,True,False,False,Oxford University,"NATURAL, COLLECTIVE INTELLIGENCE, END","Student leadership, Disability perspective, Under 35 years old",UK,METHOD,Oceania,"Other, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"vlwtd, nirkhxokw, zzwmd, xthyygoign, oumqkjl, ixewylabe, ploegywnpk, vefdw, yxepveecs"
775,Project 775 Title,True,False,False,Stanford University,"OUT, ARTIFICIAL INTELLIGENCE","Insights from the Global South, Student leadership, LGBTQ leadership",South Africa,TRADITION,"Central America, Middle East and North Africa","Other, Exhibition",In Progress,"xlffmyzxsf, rrurol, jjchbwh, iefcmhvooj, ssnjkc, pzxzcxsq"
776,Project 776 Title,True,False,False,INDEPENDENT,"NATURAL INTELLIGENCE, INTRO","Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",Australia,"PRACTICE, TERRITORY, CARBON","Central America, Sub-Saharan Africa",Other,Preliminary Proposal,"opzlp, oqpxft, aytfzttj, krbynkn, mnvggl, aezr"
777,Project 777 Title,True,False,False,MIT,"NATURAL, END","LGBTQ leadership, Female leadership",Japan,"KNOWLEDGE, TECHNOLOGY",South America,Model or Maquette,In Progress,"vuagc, jihrd, qqufvud, dsede"
778,Project 778 Title,True,False,False,MIT,"ARTIFICIAL, COLLECTIVE, ARTIFICIAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective",Australia,"SOLIDARITY, TERRITORY","Caribbean, North America","Video, Model or Maquette",In Progress,"tuifxul, toxb, eebsdejsne, fvzd, haveojd, uwib"
779,Project 779 Title,True,False,False,INDEPENDENT,"COLLECTIVE INTELLIGENCE, OUT, NATURAL","Student leadership, Insights from the Global South, Transnational (immigrant, refugee, multicultural) perspective",Canada,"MATERIALS, TRADITION",Middle East and North Africa,Panel or Event,In Progress,"hvnzmhkf, nninkthfa, rimggioes"
780,Project 780 Title,True,False,False,Stanford University,"END, ARTIFICIAL INTELLIGENCE",Insights from the Global South,India,"PRACTICE, TERRITORY, PUBLIC","Oceans, Ice, and Atmosphere, Middle East and North Africa","Panel or Event, Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","lfbnm, erglp, tvab, ivpx"
781,Project 781 Title,True,False,False,MIT,END,"Transnational (immigrant, refugee, multicultural) perspective, Female leadership, Insights from the Global South",UK,BODY,"Non-Spatial or Dislocated, Middle East and North Africa","Augmented Reality, Virtual Reality, or other Experience, Video",In Progress,"kujge, ckzfk, ktfn, yruo"
782,Project 782 Title,True,False,False,MIT,"END, COLLECTIVE","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",Japan,"TERRITORY, PRACTICE, ECOLOGY","Non-Spatial or Dislocated, Oceans, Ice, and Atmosphere","Video, Outdoor Installation","Complete, unpublished","ztcatvjm, sjqombrhmp, skzdgy, bkipout, bokdwi, xyxcympvp, nfckhliswe, bozfmuddmu, ptjigv, dmkposq"
783,Project 783 Title,True,False,False,INDEPENDENT,"END, ARTIFICIAL, NATURAL INTELLIGENCE",Student leadership,India,COMMONS,South America,"Video, Exhibition",Preliminary Proposal,"eialffr, nhfl, pynaayibxh, ngep, xmtc"
784,Project 784 Title,True,False,False,Stanford University,NATURAL INTELLIGENCE,Female leadership,Brazil,SCIENCE,"Middle East and North Africa, North America",Other,"Complete, published or exhibited before","vwhtnoq, cbgd, zjbgkbwex, mqvqdb"
785,Project 785 Title,True,False,False,Stanford University,"OUT, COLLECTIVE INTELLIGENCE",Disability perspective,Australia,"ENERGY, CARE","Oceania, Caribbean",Essay,"Complete, published or exhibited before","gvpch, kxpgwvwrh, xhqlw, yvxls, ckdyrplcui, japf, eajd, lkhgdkyhge, jtlyvhgi, lblbp"
786,Project 786 Title,True,False,False,Stanford University,"INTRO, ARTIFICIAL INTELLIGENCE, NATURAL",Insights from the Global South,Japan,"ENERGY, DIGITAL",Non-Spatial or Dislocated,Model or Maquette,In Progress,"yfpeys, gfzlqlkvki, rujwijtpgp, qvcsoqaeg, lkpepdfz, jghedben, vtylfsqmaa"
787,Project 787 Title,True,False,False,Oxford University,"NATURAL, ARTIFICIAL","Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership, Female leadership",Brazil,"PUBLIC, BODY, EDUCATION","Central America, Middle East and North Africa","Other, Video","Complete, unpublished","dvnt, pidoe, tefswj, yzexxm"
788,Project 788 Title,True,False,False,INDEPENDENT,"NATURAL INTELLIGENCE, COLLECTIVE INTELLIGENCE, NATURAL","Female leadership, Under 35 years old",Germany,"EDUCATION, BIOMIMICRY, MATERIALS","North America, Europe","Augmented Reality, Virtual Reality, or other Experience, Essay","Complete, unpublished","jdxgm, pzjyxh, lxtbhsju, sbxivobib, opigshcub"
789,Project 789 Title,True,False,False,Stanford University,NATURAL INTELLIGENCE,"Under 35 years old, Female leadership",Germany,"JUSTICE, ENERGY, LABOR","Middle East and North Africa, Asia",Exhibition,"Complete, unpublished","hadtqcnns, dgdmw, yoafixdcx, uskrhhkr, zaqpelgndg"
790,Project 790 Title,True,False,False,INDEPENDENT,"INTRO, ARTIFICIAL","Insights from the Global South, Under 35 years old",USA,SCIENCE,"Planetary, Europe","Augmented Reality, Virtual Reality, or other Experience","Complete, published or exhibited before","fdprepy, eewmm, nexuh, bqxyzv, njzmvraps"
791,Project 791 Title,True,False,False,Oxford University,COLLECTIVE,"Student leadership, Under 35 years old, Insights from the Global South",India,PUBLIC,"Caribbean, Non-Spatial or Dislocated",Exhibition,"Complete, published or exhibited before","qkkrzchyzq, gwtonq, lgnjqveo, qszqqdlmf, okoap, evluoopa, uwdw, cpaswfh, anvh, eqsv"
792,Project 792 Title,True,False,False,Oxford University,"ARTIFICIAL, END, COLLECTIVE","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",Australia,JUSTICE,"Oceans, Ice, and Atmosphere, Europe","Model or Maquette, Image or Drawing","Complete, unpublished","jalbbsiwn, fmzhrgup, yctdsgxp, voebvi, xclzzeiftb, eodgzq, wjqhqwmfbt, qiouncf"
793,Project 793 Title,True,False,False,Stanford University,"ARTIFICIAL, INTRO","Insights from the Global South, Female leadership, Student leadership",Canada,ENERGY,Central America,Outdoor Installation,"Complete, published or exhibited before","xitjbwjmir, kckgyigz, mmeayjiyuy, mzieyjh, sxba, biens, ixkfai, qyuswjdfdg, jzowijnbcn"
794,Project 794 Title,True,False,False,Harvard University,"INTRO, COLLECTIVE, NATURAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Student leadership",India,"EDUCATION, COMMONS","Central America, Oceans, Ice, and Atmosphere","Model or Maquette, Essay","Complete, published or exhibited before","ziablb, yaijumgs, opgkc"
795,Project 795 Title,True,False,False,MIT,"COLLECTIVE INTELLIGENCE, ARTIFICIAL INTELLIGENCE","Student leadership, Female leadership",Germany,"CARBON, KNOWLEDGE, METHOD",North America,"Video, Augmented Reality, Virtual Reality, or other Experience","Complete, published or exhibited before","ufxdl, fhgtxtga, mxuwspzg, whmn, nfwjag, askvtzet, tlsv"
796,Project 796 Title,True,False,False,INDEPENDENT,"INTRO, OUT, NATURAL INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Disability perspective",South Africa,"CONSTRUCTION, URBAN, PLANET",Non-Spatial or Dislocated,"Essay, Other","Complete, unpublished","mvqrki, ckdrvy, qzooxbkg, nulpjw"
797,Project 797 Title,True,False,False,INDEPENDENT,"ARTIFICIAL INTELLIGENCE, COLLECTIVE, INTRO","LGBTQ leadership, Disability perspective, Female leadership",Germany,"DIGITAL, TERRITORY","North America, Central America","Model or Maquette, Augmented Reality, Virtual Reality, or other Experience",Preliminary Proposal,"wtvt, ndnixii, wxisgc, uwcrxkq, btcgppidv, edvwyygz, jqzirfolem, vunny, ayrpnpq"
798,Project 798 Title,True,False,False,MIT,"END, COLLECTIVE INTELLIGENCE, OUT",Insights from the Global South,Brazil,"MATERIALS, DIGITAL","Sub-Saharan Africa, North America",Exhibition,"Complete, unpublished","xkva, zxbikm, yadtwfcjd, kniywaleo, xnphcsbfau"
799,Project 799 Title,True,False,False,MIT,"ARTIFICIAL, NATURAL INTELLIGENCE, NATURAL",Female leadership,South Africa,COMMONS,"Oceans, Ice, and Atmosphere, Oceania","Panel or Event, Other","Complete, published or exhibited before","ueclrwfor, xacqryxk, pppbjjio"
800,Project 800 Title,True,False,False,Stanford University,INTRO,"Female leadership, Student leadership",Japan,"JUSTICE, TERRITORY, KNOWLEDGE",Middle East and North Africa,"Video, Augmented Reality, Virtual Reality, or other Experience",In Progress,"xdpmk, ixdmp, rxlgosangm, yhcnhorqte, flicry, bxqojhx"
801,Project 801 Title,True,False,False,Oxford University,"OUT, INTRO","Female leadership, Transnational (immigrant, refugee, multicultural) perspective, LGBTQ leadership",India,"CARE, TECHNOLOGY, PUBLIC",Caribbean,Panel or Event,Preliminary Proposal,"mbpcgctryb, itylmed, qrmwc, zvxb, pkrfimpegi, fwlbhqqedx, aktchnrk, eennzawyp, hzzphcvgaq"
802,Project 802 Title,True,False,False,Stanford University,"OUT, INTRO","Insights from the Global South, Student leadership, LGBTQ leadership",Brazil,"KNOWLEDGE, PLANET, CARBON",Middle East and North Africa,Video,In Progress,"iish, hteopc, hhyyqaxxa"
803,Project 803 Title,True,False,False,Stanford University,"NATURAL, END","Insights from the Global South, LGBTQ leadership",India,SOLIDARITY,"Non-Spatial or Dislocated, Middle East and North Africa","Augmented Reality, Virtual Reality, or other Experience","Complete, unpublished","rufrjwsyqs, yskgee, bwdj, bdzqv, yhnc, tpczhehs"
804,Project 804 Title,True,False,False,Stanford University,"END, COLLECTIVE INTELLIGENCE","Transnational (immigrant, refugee, multicultural) perspective, Female leadership",UK,LABOR,Asia,"Model or Maquette, Video",Preliminary Proposal,"qqvbxgj, wuoaau, ysysrnu, lybtybxia, ohvb, oyzcjsgx, oojkeczlzq"
805,Project 805 Title,True,False,False,Harvard University,"INTRO, ARTIFICIAL","Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",Germany,"CARE, CARBON",Caribbean,"Essay, Model or Maquette",In Progress,"rcoof, nxjezdoon, ughmnaej, xxiapmav"
806,Project 806 Title,True,False,False,Stanford University,"NATURAL INTELLIGENCE, COLLECTIVE INTELLIGENCE","Student leadership, Transnational (immigrant, refugee, multicultural) perspective",India,"CARE, SCIENCE, COMMONS","Caribbean, Asia",Exhibition,Preliminary Proposal,"oevfam, uqejdgghfp, fizvamzje, fwgmla"
807,Project 807 Title,True,False,False,MIT,"COLLECTIVE, END, COLLECTIVE INTELLIGENCE",LGBTQ leadership,USA,ECOLOGY,Sub-Saharan Africa,"Model or Maquette, Other",In Progress,"xmnlbk, muhex, lzwcjn, vgjcx, izfoitjt"
808,Project 808 Title,True,False,False,Oxford University,"ARTIFICIAL INTELLIGENCE, OUT","Female leadership, Insights from the Global South",South Africa,"TRADITION, LABOR, COMMONS","Sub-Saharan Africa, Europe","Model or Maquette, Image or Drawing",Preliminary Proposal,"tjkjqz, jbdorqdt, nztdngd, fjxkb, uuwcsawxeh, eycx"
809,Project 809 Title,True,False,False,Harvard University,"ARTIFICIAL, ARTIFICIAL INTELLIGENCE, NATURAL","Student leadership, Under 35 years old",Australia,"KNOWLEDGE, MATERIALS, METHOD","Planetary, Oceania","Augmented Reality, Virtual Reality, or other Experience, Image or Drawing","Complete, unpublished","iqcxyjdk, jmdx, bkjfr, osmiyanz, ayzertzc, yroclukhn, anyllfgrx"
810,Project 810 Title,True,False,False,INDEPENDENT,"ARTIFICIAL, NATURAL INTELLIGENCE","Student leadership, Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",Brazil,"PLANET, EDUCATION, WASTE","Central America, Middle East and North Africa",Outdoor Installation,In Progress,"ginnzt, jhykdftb, yvops"
811,Project 811 Title,True,False,False,Stanford University,"OUT, COLLECTIVE, NATURAL","Student leadership, Female leadership, Insights from the Global South",Brazil,"TECHNOLOGY, SOLIDARITY",Asia,"Essay, Exhibition","Complete, published or exhibited before","wbbcqe, vcxkixuotk, rvzux, sclzd, hqnifo, uowytslg, msmlwpkdo, ixkyx"
812,Project 812 Title,True,False,False,Harvard University,COLLECTIVE,"LGBTQ leadership, Insights from the Global South, Under 35 years old",Canada,"EDUCATION, ENERGY, BIOMIMICRY",Oceania,"Panel or Event, Model or Maquette","Complete, published or exhibited before","xsajq, deau, wpzitxjv, reikxofb, roouklz, lgltvqp, mzveehx, imcow, dlyoa, rzwr"
813,Project 813 Title,True,False,False,MIT,"OUT, ARTIFICIAL INTELLIGENCE",Student leadership,USA,"CARE, SOLIDARITY","Outer Space, Central America",Outdoor Installation,In Progress,"pjnmirwvac, pljbwzijg, ncvbbj, vazien, qkdzmz, ppgyrx, rmom, ryyv"
814,Project 814 Title,True,False,False,Harvard University,OUT,"Female leadership, Insights from the Global South",Australia,CARE,"Caribbean, Middle East and North Africa",Video,In Progress,"thnbowy, xxmuqrfkrt, oughhskn, qjcaye, ibxwvq, jftes, bxkezvaeyh, sispobvm, llnwyzo"
815,Project 815 Title,True,False,False,Stanford University,"END, COLLECTIVE","LGBTQ leadership, Under 35 years old",India,"JUSTICE, EDUCATION",Oceania,"Panel or Event, Essay","Complete, published or exhibited before","skrsekpyqj, dyqdwt, sroq"
816,Project 816 Title,True,False,False,Stanford University,"COLLECTIVE INTELLIGENCE, ARTIFICIAL INTELLIGENCE","Under 35 years old, Transnational (immigrant, refugee, multicultural) perspective",Japan,EDUCATION,"Asia, Europe","Video, Exhibition",In Progress,"gtlgmql, cgow, merpqmwa"
817,Project 817 Title,True,False,False,Harvard University,ARTIFICIAL INTELLIGENCE,"Disability perspective, Transnational (immigrant, refugee, multicultural) perspective",USA,"METHOD, CARBON",North America,Essay,In Progress,"tekqocmj, okhcai, zxzpphgrr, qohyfis, leszepkz, bvpmp, dvtolnrrw, tgomwjte, hyqs"
818,Project 818 Title,True,False,False,Harvard University,"COLLECTIVE, INTRO, END","Under 35 years old, Disability perspective",USA,"COMMONS, EDUCATION",South America,Image or Drawing,"Complete, unpublished","quzfsov, rcdumhtx, zqlqf, aybjw, fydskwaaz, nwjxk, bzxfcw, zwysjruo, hnonniplth, hmkumqyf"
819,Project 819 Title,True,False,False,MIT,"ARTIFICIAL INTELLIGENCE, INTRO","Disability perspective, Student leadership, LGBTQ leadership",Brazil,"EDUCATION, LABOR","Oceans, Ice, and Atmosphere, Non-Spatial or Dislocated",Other,In Progress,"iyxbq, midsiydmow, htwecy, bfstyiocip, awulkol, glcwms, dbpnp, wyknlb, orlfyfwz"
820,Project 820 Title,True,False,False,Oxford University,"INTRO, END","Under 35 years old, Disability perspective, Student leadership",Australia,MATERIALS,"Oceans, Ice, and Atmosphere, Europe",Other,"Complete, published or exhibited before","qrfvsbne, rfvby, wtfr, llpgquj, dormg, sebxj, phymznqf"
821,Project 821 Title,True,False,False,Harvard University,"NATURAL INTELLIGENCE, INTRO","Disability perspective, Transnational (immigrant, refugee, multicultural) perspective, Under 35 years old",UK,"ENERGY, BODY",South America,Panel or Event,"Complete, unpublished","dzcu, bxmebdmp, dkebvya"
822,Project 822 Title,True,False,False,Oxford University,"COLLECTIVE INTELLIGENCE, END, NATURAL INTELLIGENCE","Under 35 years old, Insights from the Global South",Brazil,"DIGITAL, CARE",Sub-Saharan Africa,"Image or Drawing, Essay",Preliminary Proposal,"iqcrs, wlem, venwpufpt, rdvjoalq, kvoab, rdyigv, ztyzuybo"
823,Project 823 Title,True,False,False,Harvard University,COLLECTIVE INTELLIGENCE,"Transnational (immigrant, refugee, multicultural) perspective, Student leadership, LGBTQ leadership",Canada,"LOGISTICS, TRADITION, EDUCATION",Europe,Essay,In Progress,"dezssik, baygpnkcwl, xqdfemb, skui"
824,Project 824 Title,True,False,False,Oxford University,"END, ARTIFICIAL INTELLIGENCE, NATURAL","Disability perspective, Female leadership",UK,"EDUCATION, METHOD, ENERGY",Asia,"Essay, Image or Drawing",Preliminary Proposal,"fxdntisk, vrzlh, xhokbodr, urftlh, tmtzqd, nnaikfy, dicmqgfawa"
825,Project 825 Title,True,False,False,Oxford University,ARTIFICIAL,"Student leadership, Female leadership, Insights from the Global South",Australia,METHOD,Europe,"Exhibition, Outdoor Installation","Complete, unpublished","irctvcgt, dmkmd, ftrdugmih, nnnizdtpp, vmzl, lqisgh, nxrqhnsij"
826,Project 826 Title,True,False,False,Oxford University,ARTIFICIAL INTELLIGENCE,"Disability perspective, Insights from the Global South",Canada,SCIENCE,"Central America, North America","Other, Video",In Progress,"mhzp, kvoe, nrcdk, fayqoguhqr"
827,Project 827 Title,True,False,False,Oxford University,END,Insights from the Global South,Brazil,"PLANET, TERRITORY","Oceans, Ice, and Atmosphere, Asia",Other,"Complete, unpublished","bldqsenytj, tdvqrkwjmi, hqkolyax, huuvrpu, vbqh, fqqxpdqouh, njaevhkdiv, fzhx"
828,Project 828 Title,True,False,False,Stanford University,"END, COLLECTIVE, COLLECTIVE INTELLIGENCE",Female leadership,USA,"URBAN, SCIENCE",Caribbean,Image or Drawing,In Progress,"jtsdfpgsl, xmioy, mysxawt, ibletyw, tyjas, bfglg"
829,Project 829 Title,True,False,False,Stanford University,INTRO,"Student leadership, Female leadership, Under 35 years old",Australia,"ENERGY, SOLIDARITY, PRACTICE","Planetary, North America","Video, Outdoor Installation","Complete, published or exhibited before","thejlf, imie, lzbhdum, jfkcpkq"
830,Project 830 Title,True,False,False,Stanford University,"COLLECTIVE INTELLIGENCE, INTRO","Female leadership, Insights from the Global South, Under 35 years old",China,"ECOLOGY, BIOMIMICRY, MATERIALS",South America,Essay,Preliminary Proposal,"xrcz, hkkmgroyc, mlwxvjgl, jkyailj, orsbsoj"
